Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
Burn Surgeon,"Long Beach, CA","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",237546,346400,527700,666800,793443
General Surgeon,"Virginia Beach, VA","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",291513,349600,413400,490600,560887
Cardiothoracic Surgeon,"Virginia Beach, VA","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",307921,397600,496100,621800,736243
Neurological Surgeon,"Virginia Beach, VA","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",338167,482200,640400,810300,964985
Oral Surgeon,"Virginia Beach, VA","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",262364,280300,300000,327700,352919
Orthopedic Surgeon,"Virginia Beach, VA","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",302824,402500,511980,662340,799235
Burn Surgeon,"Virginia Beach, VA","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",203670,297000,452400,571800,680507
General Surgeon,"Oakland, CA","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",371899,446100,527600,626100,715779
Cardiothoracic Surgeon,"Oakland, CA","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",393048,507400,633000,793600,939818
Neurological Surgeon,"Oakland, CA","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",431390,615300,817300,1034100,1231485
Oral Surgeon,"Oakland, CA","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",334848,357700,382800,418200,450430
Orthopedic Surgeon,"Oakland, CA","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",386451,513650,653360,845240,1019937
Burn Surgeon,"Oakland, CA","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",259971,379100,577300,729600,868261
General Surgeon,"Minneapolis, MN","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",324867,389600,460700,546800,625190
Cardiothoracic Surgeon,"Minneapolis, MN","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",343224,443100,552800,693000,820645
Neurological Surgeon,"Minneapolis, MN","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",376697,537300,713700,903100,1075539
Oral Surgeon,"Minneapolis, MN","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",292461,312400,334300,365200,393333
Orthopedic Surgeon,"Minneapolis, MN","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",337476,448560,570570,738130,890685
Burn Surgeon,"Minneapolis, MN","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",226986,331000,504200,637200,758290
General Surgeon,"Tulsa, OK","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",290396,348300,411900,488800,558813
Cardiothoracic Surgeon,"Tulsa, OK","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",306785,396100,494200,619500,733579
Neurological Surgeon,"Tulsa, OK","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",336913,480400,638000,807300,961439
Oral Surgeon,"Tulsa, OK","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",261546,279300,298800,326400,351528
Orthopedic Surgeon,"Tulsa, OK","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",301697,400990,510050,659840,796216
Burn Surgeon,"Tulsa, OK","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",202916,295900,450700,569600,677852
General Surgeon,"Tampa, FL","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",290287,348100,411600,488500,558513
Cardiothoracic Surgeon,"Tampa, FL","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",306676,395900,493900,619100,733088
Neurological Surgeon,"Tampa, FL","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",336513,480000,637600,806800,960848
Oral Surgeon,"Tampa, FL","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",261346,279100,298600,326200,351328
Orthopedic Surgeon,"Tampa, FL","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",301491,400730,509730,659430,795724
Burn Surgeon,"Tampa, FL","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",202779,295700,450400,569200,677361
General Surgeon,"Arlington, TX","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",296712,355800,420700,499300,570861
Cardiothoracic Surgeon,"Arlington, TX","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",313373,404600,504800,632800,749337
Neurological Surgeon,"Arlington, TX","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",343927,490600,651700,824600,982016
Oral Surgeon,"Arlington, TX","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",267182,285300,305200,333400,359075
Orthopedic Surgeon,"Arlington, TX","The Orthopedic Surgeon performs surgical procedures to immobilize fractures by using corrective devices such as braces, pins, casts, and splints. Examines, diagnoses, and surgically treats musculoskeletal diseases and injuries. Being an Orthopedic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Orthopedic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. Orthopedic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",308156,409580,520980,673980,813279
Burn Surgeon,"Arlington, TX","The Burn Surgeon performs escharectomy, skin grafting, and secondary burn surgery. Examines, diagnoses, and surgically treats patients with burns from heat, cold, chemical, or electrical incidents. Being a Burn Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Reviews patient history and confirms need for surgery. In addition, Burn Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Burn Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",207305,302300,460400,581800,692328
General Surgeon,"New Orleans, LA","The General Surgeon reviews patient history and confirms need for surgery. Performs surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being a General Surgeon may provide medical personnel with direction concerning patient care. Determines which instruments and method of surgery will be most successful in achieving desired outcome. In addition, General Surgeon may provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to a medical director. Requires a license to practice. General Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",298457,358000,423400,502500,574516
Cardiothoracic Surgeon,"New Orleans, LA","The Cardiothoracic Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. Specializes in the diagnosis, medical management, and surgical treatment of patients with diseases of the heart and lungs. Being a Cardiothoracic Surgeon reviews patient history and confirms need for surgery. Identifies need for tests or follow-up visits. In addition, Cardiothoracic Surgeon may provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Cardiothoracic Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",315427,407200,508000,636800,754066
Neurological Surgeon,"New Orleans, LA","The Neurological Surgeon operates on the brain in order to relieve pressure in an intracranial hemorrhage, remove a foreign body such as a tumor, treat a wound, or relieve pain. Examines, diagnoses, and surgically treats disorders of the brain, spine, spinal cord, and nerves. Being a Neurological Surgeon reviews patient history and confirms need for surgery. Operates on the spine in order to free entrapped nerves, correct deformity, or restore spinal stability. In addition, Neurological Surgeon determines which instruments and method of surgery will be most successful in achieving desired outcome. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Provides charting in compliance with all laws and regulations. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Neurological Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",346216,493800,655900,829900,988318
Oral Surgeon,"New Orleans, LA","The Oral Surgeon reviews patient history and confirms need for oral surgery. Performs oral surgery to prevent and correct injuries, deformities, diseases or improve patient function, appearance or quality of life. Being an Oral Surgeon reviews patient history and confirms need for surgery. Determines which instruments and method of oral surgery will be most successful in achieving desired outcome. In addition, Oral Surgeon provides charting in compliance with all laws and regulations. May provide medical personnel with direction concerning patient care. May provide in-service training as needed to address new technology in health care treatment. Requires a special degree in medicine from an accredited school. Typically reports to the chief of surgery. Requires a license to practice. Oral Surgeon&#39;s years of experience requirement may be unspecified. Certification and/or licensing in the position&#39;s specialty is the main requirement.",268800,287100,307200,335600,361457
